baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCD4	1510.69991761489	0.192892394031825	0.1058971049705	1.82150771813412	0.0685297145252712	0.134597096979213
ABCE1	1605.48434368548	-0.032397220913681	0.100920603735201	-0.321016915422802	0.748197572124881	0.819626208936059
ABCF1	4351.75939238708	-0.023197908667819	0.0934379917101344	-0.248270625719184	0.803925024907304	0.86130075237133
ABCF2	1689.63898533072	0.0351110358532594	0.0969367435980323	0.362205646177413	0.717198360582654	0.795079989846678
ABCF3	2459.64127427519	-0.0183925339530905	0.0674176931559059	-0.27281464393267	0.78499570219475	0.847917767837268
ABCG1	802.838692675483	0.469516634491543	0.231475808739664	2.0283615685283	0.0425233594396695	0.0923382704560708
ABCG2	1105.32812765733	-1.7248890652007	0.278103447740207	-6.20232895067171	5.56336380031905e-10	2.10126466568902e-08
ABCG5	2137.84420271685	-0.0932861655052035	0.260566038283835	-0.358013523633448	0.720333193049028	0.797667878959754
ABCG8	2666.43593225042	-0.44694634507515	0.275763544621814	-1.62075935631049	0.105069258252178	0.187515117875323
ABHD1	136.50022613534	-1.58466065208598	0.309861350466588	-5.11409586803841	3.15247231291956e-07	5.06075326070297e-06
ABHD10	1420.84526386283	-0.0195412799145769	0.107090725635288	-0.182474063917798	0.855210706639621	0.89863368517449
ABHD11	832.545555675149	0.152936904484194	0.157425539031586	0.971487253116588	0.33130569767114	0.450515935061365
ABHD12	3770.23168121401	0.223704247648115	0.115474189309895	1.93726623226396	0.052712807749325	0.10950001391138
ABHD13	612.848932583028	-0.110273089680873	0.112483354895207	-0.980350290792856	0.326913238149988	0.446041179592743
ABHD14A	903.307346451249	0.403664719813618	0.150831390565248	2.67626465751502	0.00744478306418434	0.022741609195121
ABHD14B	6046.97546672839	-0.132680639728491	0.160287337120944	-0.827767446335311	0.407802214029936	0.525470229038971
ABHD15	1097.86793260671	-0.536289685784068	0.173971680776338	-3.08262634120051	0.00205182612139932	0.00785892596448032
ABHD16A	252.370880166159	-0.154286120027719	0.121546739463243	-1.26935630448875	0.204314013164058	0.313092978535649
ABHD17A	1016.76834271293	0.205591266914333	0.130740741537654	1.57251109712516	0.115832067617076	0.202156060350157
ABHD17B	512.394416267417	-0.284428678781448	0.100016649308588	-2.84381331256039	0.00445771581379217	0.0149378448959331
ABHD17C	483.695372136619	0.129351596552555	0.17359501315101	0.745134288160872	0.45619054271254	0.572503001147046
ABHD18	322.631491587737	-0.202106893484433	0.104384022809772	-1.93618609480829	0.0528449129064885	0.109642191976867
ABHD2	8376.65311698402	-0.856686490175651	0.170914573266528	-5.01236655132806	5.37646610726422e-07	7.99090792807177e-06
ABHD3	1826.688301458	0.74522027611715	0.141240165759033	5.27626310909712	1.31844754653542e-07	2.41591060330501e-06
ABHD4	1884.39209558414	-0.317240646861315	0.139972981795729	-2.26644201467597	0.0234243336273708	0.0569027268221617
ABHD5	475.132081418063	-0.383656940245673	0.123032955528931	-3.11832661904523	0.0018188111956337	0.00710232687315314
ABHD6	1466.74850819922	-0.502701240464556	0.182628460878508	-2.7525898101883	0.00591259265023854	0.0188571240235943
ABHD8	938.34484269347	0.314444364127083	0.137008023907514	2.29507991692039	0.0217285447864939	0.0535667550350197
ABI1	1719.87875297219	-0.0777600463267648	0.0863425123923541	-0.900599764498522	0.367801159868168	0.485498673250595
ABI2	889.293279442582	0.356863099579119	0.127645270043173	2.79574087984943	0.00517808982075337	0.0168915599443485
ABI3	346.723732468927	-0.40317340041739	0.178579048873557	-2.25767469902283	0.0239659477426255	0.0579069409411221
ABI3BP	168.862584505007	-1.33715423200638	0.307514565891003	-4.3482630753833	1.37219947135112e-05	0.000120276347438117
ABITRAM	486.995234764348	0.308179175811998	0.109402517074593	2.81692948254449	0.0048485169810503	0.0159950439239895
ABL1	1797.40062650737	0.0560589215667317	0.125843853853163	0.445464119623532	0.655984383865257	0.745809961500382
ABL2	968.897456821669	0.0377586084951595	0.109087821274758	0.346130375086119	0.729244736668917	0.804729752750664
ABLIM1	2729.57321355163	-0.402710310739172	0.142084013369946	-2.83431120213806	0.00459245853085275	0.0152917657180254
ABLIM2	246.135949417921	-0.388134602643277	0.273009635050309	-1.42168829525652	0.155116759523602	0.253537423622037
ABLIM3	2724.4530293931	0.00752240806173412	0.198411763253965	0.0379131153232357	0.96975695605213	0.979557018593812
ABR	568.477395891132	-0.204962080704391	0.201356816303067	-1.01790485401744	0.308723174628875	0.427389263444868
ABRACL	462.10713980893	-0.753523485283216	0.210637693210144	-3.57734398720109	0.00034710326269502	0.0017806089891923
ABRAXAS1	151.460939000048	-0.0696438766063365	0.136145954671743	-0.511538347020686	0.608974143948317	0.707493501466276
ABRAXAS2	689.16121180843	-0.0863501026778599	0.0675496535290849	-1.27832043787878	0.201136464400028	0.309358054885713
ABT1	1529.62481349286	0.223049572465626	0.0915072862274473	2.43750614471532	0.0147889628719281	0.0393491505454567
ABTB1	1184.20059698659	0.103242845252558	0.130059942961779	0.793809707289338	0.42730622058875	0.545179445314877
ABTB2	881.064151300411	-0.603595968120936	0.159695165545677	-3.77967589725372	0.000157032627635736	0.000920107503853896
ACAA1	8055.4773275411	-0.334428973909166	0.184635206742976	-1.81129579676921	0.0700950759896333	0.137014838529027
ACAA2	10581.3482868919	-0.751371969412375	0.181765994828011	-4.13373233053482	3.56919136783236e-05	0.000269150017643897
ACACA	2290.95909708077	0.444270996182432	0.140074128790193	3.17168487871071	0.00151557364557615	0.00608512806775197
ACACB	3536.18183767358	-0.72615184951052	0.20131292057917	-3.60708019843638	0.000309661971871349	0.00161782261419665
ACAD10	2078.9400222146	-0.216380456243408	0.122333037438333	-1.76878184973118	0.076930286835099	0.146865880629046
ACAD8	986.172896800237	-0.160168670263658	0.100416036168049	-1.59505071476444	0.110700895371316	0.19495281942969
ACAD9	2110.87538103806	-0.0768129229553487	0.0711041775662384	-1.08028706026157	0.280014370049306	0.397585394038835
ACADL	382.800099428643	-2.21252854261172	0.363151975008342	-6.09256921309846	1.11112777669569e-09	3.86953235136899e-08
ACADM	3484.52575052118	-0.834833713002517	0.169359356808673	-4.92936279833442	8.24982484831156e-07	1.15044651140879e-05
ACADS	3666.70746493012	-0.223101540574394	0.186530621936816	-1.19605852517859	0.231673721141361	0.344545179357862
ACADSB	8393.51784730128	-0.292571014787884	0.206977435450889	-1.41354063137624	0.157496823343487	0.256457090570632
ACADVL	19394.1805983046	0.0552441101931575	0.1440972886991	0.383380636040395	0.701437558761279	0.783102686466078
ACAN	79.0326529357047	-0.500607412986051	0.380983422987714	-1.31398738837567	0.188850448363691	0.294588507953235
ACAP1	299.184480581176	-0.0457019382710829	0.229908020490363	-0.198783575160217	0.8424320447136	0.889897842405796
ACAP2	980.340176566316	-0.180015204302876	0.105286232576003	-1.70976964317655	0.0873084786230565	0.162218730348213
ACAP3	1206.44955279342	0.445143916357224	0.131997067313088	3.37237732184893	0.000745222772553278	0.00335920703494353
ACAT1	10948.0921370322	-0.721252421185476	0.167441387690905	-4.30749189989336	1.65116140464173e-05	0.000140728921033774
ACAT2	3034.51516919534	0.240124848099833	0.160691822014467	1.49431903310061	0.135092252723843	0.227767627547668
ACBD3	1978.77323159458	-0.062368863153412	0.107151496179024	-0.582062457151401	0.560524611955708	0.66485958138493
ACBD4	2317.50767949577	-0.922350823181007	0.194961782737231	-4.73093141759045	2.23492022887198e-06	2.6228058523725e-05
ACBD5	2463.86312488686	-0.399113958771796	0.137814439121627	-2.89602425780335	0.00377923185300141	0.013021262940328
ACBD6	1594.72517207915	0.356255684011518	0.105274614095121	3.38406069757351	0.000714222119811433	0.00325099197574484
ACCS	570.979429934353	-0.25010887317169	0.169773893202636	-1.47318806474662	0.140700332431326	0.235105482606453
ACD	559.750966794122	0.159763062736297	0.110114580963609	1.45088017715925	0.146813228611414	0.242938482138315
ACE	290.851465749638	-0.647072172865902	0.19036166953145	-3.39917260895317	0.000675900456089219	0.0031072712592746
ACE2	503.131322898166	-4.25189503903564	0.502399807204044	-8.46317012480218	2.60205701977489e-17	7.02284347732993e-15
ACER3	518.348623418646	-0.176805460997067	0.127666426564445	-1.38490177688036	0.166082503639025	0.266914630274602
ACHE	349.6422463805	0.421760813526655	0.342545857363937	1.23125358097254	0.218228037180809	0.32919704490887
ACIN1	3721.85923135796	0.247708505859198	0.0715860736489736	3.46028903713662	0.000539595856959178	0.00257380866233658
ACKR1	106.327720625933	-2.37282498867174	0.397740815372462	-5.96575683702395	2.43502690199868e-09	7.92607374758616e-08
ACKR2	424.755549901223	-0.665825862319666	0.276916666216342	-2.4044268314262	0.0161978484191209	0.0424096859882196
ACKR3	646.184850068545	-0.196286292419221	0.249218448256116	-0.787607393404127	0.430926388722538	0.548139656171731
ACLY	4554.50214943377	0.29795100039898	0.116720283968224	2.55269255924783	0.0106893804054786	0.0304286801039277
ACMSD	2561.84040215555	-0.975421843549201	0.275560465297645	-3.5397742651349	0.000400469413182538	0.00200272171110912
ACO1	6298.8603095358	-0.668203123911992	0.159564973164737	-4.1876554149646	2.8185101057149e-05	0.000220360883642345
ACO2	3386.42112141855	-0.552774191962236	0.155540258922241	-3.55389785122181	0.000379566608797607	0.00191632323342673
ACOT1	359.567418989839	-0.330114766135352	0.195811928257378	-1.68587669338226	0.091819551880432	0.168726566611489
ACOT12	1539.78925514783	-0.526169975665455	0.337717029438151	-1.558020264897	0.119228444352856	0.207051541098023
ACOT13	2750.01756274314	-0.305495179199103	0.150120314146797	-2.03500226425299	0.041850645151733	0.091290639491615
ACOT2	1220.11249692547	-0.261354583877263	0.152357938065324	-1.7153985358164	0.0862721836762503	0.160767568976672
ACOT4	606.577990162673	-0.362728219090543	0.178613701185933	-2.03079728308721	0.0422755627670561	0.0920006577603245
ACOT7	1350.21523995613	0.109257835347674	0.141324866702003	0.773097034494682	0.439464956017587	0.556820115420729
ACOT8	1181.68688142953	0.194852876532821	0.114586873479163	1.70048165742346	0.0890403637298647	0.164788273160057
ACOT9	926.05290353638	-0.120159784188982	0.108048067344711	-1.11209563615451	0.266097032814688	0.382035909383557
ACOX1	9682.6847548785	-0.573754601753638	0.16154931122018	-3.55157566083121	0.000382931878748416	0.00193180782289164
ACOX2	4428.33373879771	-0.113901301201406	0.222026635052511	-0.513007374878547	0.607946161904436	0.706742868581476
ACOX3	984.283248450229	-0.332323647687589	0.129681454547629	-2.56261505430241	0.0103887160425794	0.0297558736085818
ACP1	3520.82257539655	0.238277920497518	0.071143134599711	3.34927497696293	0.00081023340126014	0.00361203500114422
ACP2	3917.95757856991	0.435725732652064	0.103609013601969	4.20548094711117	2.60527537209533e-05	0.000206178023491112
ACP5	2437.95437844358	0.0545691577916163	0.268508611273909	0.203230568780342	0.838954820930079	0.887237526950953
ACP6	1079.17041072378	0.204461394627877	0.131316970055658	1.55700664233432	0.119468908383588	0.207385730685969
ACSF2	3407.24228779837	-0.415463424343269	0.169372044426198	-2.4529633904508	0.0141684757606303	0.0379711633179489
ACSF3	1018.1533676931	-0.256698865982713	0.141159695981304	-1.81849970842039	0.0689877912426762	0.135363253889087
ACSL1	16935.4217311339	-0.729544537417768	0.222602785578809	-3.2773378622411	0.00104790895353756	0.00445249606201348
ACSL3	3936.44060365491	0.617303614470779	0.127306277979415	4.84896443654252	1.24107666733652e-06	1.62203175747835e-05
ACSL4	13995.2539359713	1.54784954876609	0.309315572894492	5.00411128441328	5.61203315154651e-07	8.25242786359648e-06
ACSL5	6133.07865535858	-0.966400441396234	0.256725763671734	-3.76432979524383	0.000166996367482689	0.000967548274033199
ACSL6	745.402478568761	-1.51824193252414	0.343230424547027	-4.42338972288898	9.71642379905688e-06	9.0169248077924e-05
ACSM1	2570.990179332	-1.7209838649182	0.381488726244352	-4.51123125409443	6.44524059079879e-06	6.30650240587601e-05
ACSM2A	7745.91504263229	-1.91484957383451	0.306423650785966	-6.24902669530561	4.13018328606557e-10	1.64130443162514e-08
ACSM2B	11170.4751843528	-1.6733011912646	0.295565150750946	-5.66136158817512	1.50176609496555e-08	3.8373530099169e-07
ACSM3	1009.87782296197	-0.990481400608284	0.272727119081305	-3.63176718158712	0.000281487020068388	0.0014945345676172
ACSM5	2723.46714501539	-1.86046944062711	0.305118224924453	-6.09753626184658	1.07715690103244e-09	3.78770951047826e-08
ACSS1	842.004806474385	0.76254487847252	0.256138551751878	2.97707968307402	0.00291008364986121	0.0104751691258549
ACSS2	5021.20243471795	0.446197212627424	0.200104811617169	2.22981750924144	0.0257595605101441	0.0615143053288326
ACSS3	3554.06557249089	-0.649298278526929	0.276317563852004	-2.34982629940489	0.0187821736975615	0.0477104039709626
ACTA2	4202.33496341469	-0.893014976460027	0.179947913035653	-4.96263036005921	6.95448588912074e-07	9.88972170071999e-06
ACTB	131419.889684765	-0.00717493194437852	0.109036001203645	-0.0658033297734205	0.947534405208582	0.964584961455067
ACTG1	67148.3633496165	0.376404146562107	0.116812414954759	3.22229573549942	0.00127167803476233	0.00524668437590637
ACTG2	311.160346723482	-0.0250655475644706	0.250820964896175	-0.099934020965298	0.920396706710517	0.944978549329113
ACTL6A	1172.02273697958	0.217274653764554	0.112050997552335	1.93906933905762	0.0524928955680532	0.109156574973375
ACTL8	42.0183441336156	1.27615430376467	0.649654522070438	1.96435837881585	0.0494885459904061	0.10418006391058
ACTN1	6256.84098608268	-0.155863401649747	0.132636435040427	-1.17511754294543	0.239947693079906	0.353361641906352
ACTN2	495.138009973315	-2.98915621094169	0.466004461361172	-6.41443689661369	1.41344321276653e-10	6.68290394941254e-09
ACTN4	13519.5599374106	0.0416906015859131	0.118754042774638	0.351066798332333	0.725538235695283	0.801786901256708
ACTR10	1343.91086153906	-0.134611420570798	0.0888457613614662	-1.51511359132976	0.129743640327003	0.221219907927918
ACTR1A	3627.71616491678	0.0557108575009109	0.0835724052516151	0.666617854699525	0.50501626137235	0.61675015705871
ACTR1B	2490.52881765819	-0.030787411893234	0.0803738271253141	-0.383052705020903	0.701680685876649	0.783279796101604
ACTR2	5519.73048213841	-0.115727678198867	0.0860707299046851	-1.34456485180297	0.178765800328833	0.282247840739988
ACTR3	4093.08696054868	-0.0851590510292267	0.0861665472835436	-0.988307570790767	0.323002038761361	0.442118543090848
ACTR3B	298.878144405938	0.232154929066802	0.109345223128378	2.12313736645118	0.0337423426138907	0.076568934763173
ACTR3C	237.94759193852	-0.414928877632314	0.172594263093971	-2.40407108668728	0.0162136200938446	0.0424338279425772
ACTR5	403.840905512368	-0.0199145165172362	0.127084038545031	-0.156703522686523	0.875478510681296	0.913737909114531
ACTR6	696.006718448681	0.25215964049144	0.0940546333606311	2.68099115887881	0.00734044552649987	0.022492027570263
ACTR8	597.223793716537	0.245111007638817	0.0817151960922008	2.99957681509145	0.00270354942792478	0.00988275475134467
ACVR1	1033.24116494396	0.0596229768812456	0.121832519911043	0.489384746574885	0.624569332985684	0.720794029917571
ACVR1B	2111.6713148698	0.175723497622769	0.133581828968974	1.31547455951949	0.188350461922341	0.293985570386015
ACVR2A	385.623558675082	0.029730691858972	0.0982177040766576	0.302701963342246	0.762117001418198	0.829961815179284
ACVR2B	448.432124027574	1.18682001038843	0.136236119958603	8.71149303686171	2.9989821717578e-18	9.47605220368838e-16
ACVRL1	577.576748004324	-0.514091013034592	0.132291672820686	-3.88604212248047	0.000101891834303362	0.00063830208578339
ACY1	774.837819960838	-0.299686303636944	0.175144477674318	-1.71108051830337	0.0870662499922136	0.161851523697679
ACY3	856.532323532201	-0.766454844623859	0.255670458447448	-2.99782324981202	0.00271915323653287	0.00992858798739665
ACYP1	129.767479659959	0.125622437335991	0.130792776043014	0.960469233367119	0.336819108282131	0.455717132928982
ACYP2	518.032287227731	-0.538808931151558	0.146024902239795	-3.68984277946478	0.000224392688202599	0.00123544720597734
ADA	357.251028936412	0.346311978782388	0.168583609333357	2.05424465730587	0.0399520181725474	0.0878293560877908
ADA2	1301.71779499546	-0.451166912342231	0.212254973054763	-2.12558936004683	0.0335374663178627	0.0762108184788478
ADAL	297.610810966529	-0.830116757786217	0.132047336157806	-6.2865089288448	3.24684351235135e-10	1.33532881595276e-08
ADAM10	3140.2997918611	-0.183075910419442	0.104211806405205	-1.7567674597981	0.0789574536742993	0.149813822483838
ADAM12	93.054778805464	-0.00247686177825017	0.338343131100002	-0.00732056173328401	0.994159088986333	0.996312446647942
ADAM15	3833.15971992175	-0.397981572746024	0.148012196009489	-2.68884310533781	0.00717001098020747	0.0220845202683281
ADAM17	369.154577440123	-0.262709407163499	0.189956873695308	-1.3829950033021	0.166666398001006	0.267653797707083
ADAM19	469.192098718278	0.00626699748271065	0.166282500051442	0.0376888577016333	0.969935759952278	0.979557018593812
ADAM23	152.609636797456	0.917007643445358	0.445138545373907	2.06004996191712	0.0393937647477433	0.0869118225999684
ADAM28	108.911577847497	-1.26095377376662	0.331388966798491	-3.80505659542183	0.000141771770837966	0.000845604646043208
ADAM8	272.829786582555	-0.257793176813924	0.211151978150256	-1.22088923377492	0.222127961370047	0.333642636469445
ADAM9	1672.33386505754	-0.589182074785141	0.225202963105161	-2.61622700989958	0.0088907426165979	0.0262248566935396
ADAMDEC1	65.8143094800937	-1.26458098734258	0.407210088557984	-3.10547558342851	0.00189973304367824	0.00736910503200662
ADAMTS1	858.766666565824	-1.09470892374588	0.201910055927343	-5.42176524451963	5.90133497861161e-08	1.23110780431423e-06
ADAMTS10	468.068440150369	-0.0240135394141947	0.246130610584218	-0.0975642133954648	0.922278342462256	0.945909218621459
ADAMTS12	151.032473940129	-1.07787264190503	0.240273298956612	-4.48602756355243	7.25633582031594e-06	6.97372630209147e-05
ADAMTS13	283.829468228381	0.300671834125707	0.18148553980607	1.65672611959607	0.0975748597490825	0.177067139382177
ADAMTS16	123.200605728448	0.539090265493803	0.436898456601755	1.23390288372018	0.217239094849277	0.328127396553592
ADAMTS17	504.698171544159	-0.502049522640091	0.329380784403444	-1.5242222570736	0.127453199926082	0.218435799053101
ADAMTS2	669.441505607116	-1.80952226138908	0.264099074004059	-6.85167968957462	7.2987841392791e-12	5.27240546480902e-10
ADAMTS4	565.968231693829	-0.640078833427387	0.172426542751177	-3.71218272555092	0.000205479553669247	0.00114642016269814
ADAMTS5	172.98237028081	-0.119583827430428	0.20619309713305	-0.57996038224919	0.56194133472606	0.666235013395818
ADAMTS7	155.474597825787	-0.391865800701296	0.163071714037946	-2.40302742270871	0.0162599680507492	0.0425293531389978
ADAMTS9	509.300278817885	-0.435206032699645	0.194511277072853	-2.2374334241641	0.0252580260442083	0.06055102283544
ADAMTSL1	108.965147480158	-1.8024876587689	0.234693162090986	-7.68018821984303	1.5885501452645e-14	2.47947796769899e-12
ADAMTSL2	936.789861065885	-1.01248987931981	0.315948822179584	-3.20460089813	0.00135249876326251	0.00553256124978395
ADAMTSL3	519.00465143804	-1.14943559975444	0.291707301788013	-3.94037308188379	8.13549844991993e-05	0.000529891314322337
ADAMTSL4	1448.29424686775	-0.196669572367323	0.226824300128957	-0.867056890533818	0.385910839310038	0.503066504655015
ADAMTSL5	189.41036565517	-0.490611989990385	0.274981341010637	-1.78416465708998	0.0743969134375081	0.143062492739041
ADAP1	256.425237051903	1.44434739432105	0.350858105440741	4.11661401553397	3.84479170347844e-05	0.000285931552919421
ADAP2	321.266061540319	-0.196415344064591	0.188697816090575	-1.04089887277928	0.297922484945925	0.416666932146655
ADAR	12259.2572645336	-0.138969123128243	0.0953489875575516	-1.45747874925638	0.14498427319964	0.240738479041359
ADARB1	420.170526503019	-0.131577471985925	0.13509075152606	-0.973993189759871	0.330059920662929	0.449340717968499
ADAT1	444.298050919079	-0.714704412373708	0.095609679809914	-7.47523068579086	7.70685382863376e-14	1.0293019726799e-11
ADAT2	215.310523912519	0.749928479134829	0.144908432449259	5.17518867921937	2.27680776732277e-07	3.82073116912778e-06
ADCK1	362.122999747482	-0.0815802403617116	0.108966293396072	-0.748674088281438	0.454053665010774	0.570542475884528
ADCK2	1379.70437961026	0.108165233028887	0.108212282206419	0.999565214072074	0.317520964536751	0.436953908601403
ADCK5	727.908144895844	0.0868555488358268	0.14062759767994	0.617628049321479	0.536820550537119	0.643937347358904
ADCY1	510.250720544103	-1.05287319371947	0.370647892906094	-2.84062910884057	0.00450246433773443	0.0150527549665418
ADCY10	213.380127565154	0.0722034011473438	0.257615984712628	0.280275314545745	0.779266288248182	0.843673304717967
ADCY3	263.449215806443	-1.05666989148466	0.20181966933674	-5.23571312428217	1.64349055919153e-07	2.9007384460935e-06
ADCY4	244.085174007023	-0.884259910803053	0.144150086166084	-6.13430025830329	8.55348356929044e-10	3.08664010139715e-08
ADCY5	219.457671461438	-0.520079965753728	0.272420456472774	-1.90910760699685	0.0562482116364879	0.115245228807639
ADCY6	1341.69372747674	0.208594339400838	0.118406632953765	1.76167782325411	0.078123746823763	0.148684169252512
ADCY7	92.9113122585846	-0.902930561431765	0.257773599571104	-3.50280464304376	0.000460386985015498	0.00225493890014207
ADCY9	1890.23230795792	-0.292760868596018	0.132834875450435	-2.20394582072881	0.027528154580495	0.0649217560976914
ADD1	6108.56749395144	-0.100959142489339	0.0977641824950171	-1.03268027116664	0.301753549149137	0.420572052633359
ADD3	1174.02635953674	0.616513533694285	0.181469142220701	3.397346381593	0.000680427792965744	0.00312578797867178
ADGRA2	516.350531241664	-1.20075984415883	0.255185299344783	-4.70544285757022	2.53315453612658e-06	2.90159301640317e-05
ADGRA3	1748.74847661028	-0.753119012912806	0.177183295795639	-4.25050798118941	2.13286235074048e-05	0.000172813408963541
ADGRB2	43.5889391920232	-1.22409234552417	0.361737419665777	-3.38392513181289	0.000714574854700314	0.00325099197574484
ADGRD1	677.892852287047	1.04024372724578	0.388317015592873	2.67885177696259	0.00738750878071661	0.0226039622707094
ADGRE5	1548.0234671436	0.187323755484225	0.21549075969668	0.869289039343949	0.384689056439589	0.501808020264387
ADGRF5	693.92023880046	-0.798738434071532	0.145807764338096	-5.47802401125523	4.30101779926604e-08	9.34550502683822e-07
